name,age,income,profession,date,location,new_cases,total_cases,new_death,total_death,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccines,new_test,total_test,test_per_case,positive_rate,negative_rate,hospitalised_patients,icu_patients,population,median_age,age > 65,people_with_past_diseases,immunity_strength
Laura Smith,35,63963,Scientist,2021-07-30,India,487,288939,5,5746,255420,281463,97643,725966,66064,29289106,23.11,0.0583,0.9886,3383,971,1056707479,38.2,20.33,16.16,66.72
Laura Clark,54,49900,Sales Executive,2021-07-31,Brazil,478,289433,13,5754,355564,125497,162558,677293,58184,29337762,1.2,0.0921,0.9237,2790,780,1312645095,46.0,5.7,2.3,75.13
Emily Jones,44,21764,Nurse,2021-08-01,Canada,501,289938,10,5760,188527,156521,150712,708874,3963,29345351,20.68,0.0208,0.8413,4575,247,742978768,28.7,17.49,4.99,67.63
Laura Miller,42,52694,Doctor,2021-08-02,India,504,290499,14,5764,355632,323477,193527,273130,28424,29394592,10.15,0.1217,0.8387,4951,255,455635009,41.7,15.93,3.93,75.84
Alex Garcia,86,70986,Software Developer,2021-08-03,Canada,507,290998,9,5773,193505,308349,37136,258408,81039,29418825,31.6,0.1537,0.8617,1746,354,1241505867,47.8,9.16,4.62,93.53
Emily Garcia,44,81085,Software Developer,2021-08-04,Italy,533,291448,13,5785,281855,15426,57539,634181,4042,29454836,34.29,0.0885,0.8014,3700,493,1276573609,38.3,17.86,2.96,99.53
Sarah Williams,71,7960,Sales Executive,2021-08-05,India,500,291927,15,5792,200334,274648,213736,767967,96777,29464013,24.89,0.0898,0.9295,2132,319,959762939,32.2,17.34,11.68,79.65
Sarah Jones,24,17583,Business Analyst,2021-08-06,Germany,516,292395,11,5804,96009,194281,69363,50844,8139,29499541,2.99,0.0268,0.851,2048,570,1282601704,28.2,20.97,12.28,94.95
Alex Garcia,44,73532,Software Developer,2021-08-07,UK,488,292915,10,5819,224857,121775,190668,396645,12226,29561892,33.15,0.0484,0.9549,4702,293,701641939,32.4,22.52,17.03,90.09
Anna Davis,76,85103,Farmer,2021-08-08,Germany,469,293423,14,5822,19597,38368,82526,545080,81298,29654800,42.26,0.0394,0.8682,1735,47,1183896327,33.9,15.2,8.94,50.65
David Davis,89,15201,Farmer,2021-08-09,Australia,499,293949,11,5837,70067,247625,298399,452911,84652,29712631,36.3,0.1015,0.8912,4636,805,107659127,42.7,14.81,11.12,95.3
Jane Taylor,48,71579,Software Developer,2021-08-10,UK,515,294465,8,5850,228592,108841,194201,627475,39108,29765458,41.67,0.1106,0.9835,1653,41,1292399749,29.5,17.43,19.83,34.96
Anna Williams,85,61019,Scientist,2021-08-11,Germany,510,294973,14,5860,58022,383888,119209,62510,71647,29789966,10.82,0.1903,0.846,4399,252,1223204727,27.7,19.58,11.11,53.09
Sarah Smith,21,21420,Doctor,2021-08-12,UK,512,295480,10,5873,222996,216293,243723,452353,69617,29845899,44.56,0.0239,0.937,4162,562,1252349045,34.7,12.12,11.9,74.8
Laura Garcia,35,41602,Software Developer,2021-08-13,UK,479,295958,9,5880,384817,261083,87437,133104,30815,29927400,16.79,0.124,0.9435,310,301,1330052042,36.5,15.09,19.92,66.88
David Jones,80,53645,Doctor,2021-08-14,Russia,486,296443,8,5894,421998,13724,148349,748770,8802,29997172,1.66,0.11,0.842,3846,624,54784322,40.7,16.7,19.89,67.97
David Williams,69,54124,Police Officer,2021-08-15,Brazil,468,296935,10,5903,61782,170882,133715,495428,43230,30013783,42.33,0.1081,0.8952,2825,301,800295838,42.7,24.77,9.06,85.64
Sarah Garcia,80,50031,Police Officer,2021-08-16,Brazil,510,297393,4,5915,475360,349441,286873,712150,64372,30037065,47.15,0.1759,0.8665,550,628,443417179,47.2,16.75,13.06,43.63
Alex Smith,62,13629,Farmer,2021-08-17,Russia,483,297903,14,5924,196085,392243,284962,365712,55020,30079068,33.12,0.0491,0.9467,1065,767,1245508014,32.2,9.48,10.14,98.75
Alex Johnson,29,58731,Scientist,2021-08-18,Canada,530,298415,13,5933,382860,83872,66555,444101,84449,30161433,12.34,0.0177,0.9183,2383,391,791049399,38.2,16.76,14.69,60.62
Laura Davis,25,29675,Police Officer,2021-08-19,USA,482,298919,15,5946,390174,75333,99979,85214,18465,30236649,13.34,0.1377,0.8904,2104,608,824303300,34.2,21.39,18.83,96.49
Laura Garcia,39,2662,Sales Executive,2021-08-20,Canada,463,299428,10,5963,344180,204915,54629,589158,8994,30248989,23.86,0.0756,0.9481,4013,587,749226939,25.0,22.15,6.88,56.82
David Taylor,58,81270,Scientist,2021-08-21,India,495,299944,11,5975,307486,234176,116296,68110,4531,30346618,44.99,0.0133,0.8447,3724,147,800877647,39.5,21.01,16.56,72.13
John Clark,58,8589,Scientist,2021-08-22,India,516,300440,8,5990,95745,7596,246821,543538,10343,30434261,8.33,0.0578,0.9432,4105,847,282102324,45.4,22.76,13.44,61.52
Anna Garcia,74,50364,Teacher,2021-08-23,UK,507,300934,10,6001,424193,284311,272601,680531,60066,30509945,41.47,0.0688,0.9644,2756,209,656025438,25.9,11.7,6.32,77.32
John Garcia,49,5655,Farmer,2021-08-24,Germany,505,301421,14,6014,244648,92844,191701,160661,7229,30593980,15.27,0.1272,0.9669,2149,344,985124699,25.1,15.15,16.15,42.85
Michael Clark,72,75285,Nurse,2021-08-25,Germany,522,301934,14,6026,329540,253139,297066,38077,95311,30613145,40.62,0.0428,0.9489,2615,614,585300261,43.2,20.59,9.12,58.04
Jane Garcia,23,11797,Nurse,2021-08-26,Brazil,483,302479,5,6036,124836,94751,103020,485462,93302,30704907,46.09,0.0885,0.8775,3067,456,431231176,42.1,10.29,3.29,34.79
Emily Johnson,56,98466,Doctor,2021-08-27,France,516,302961,11,6045,116998,134817,235618,266797,83124,30724167,21.95,0.1017,0.9865,158,357,34204250,35.1,12.43,19.87,71.87
Michael Clark,26,7645,Business Analyst,2021-08-28,Canada,488,303439,14,6055,60021,85520,169862,498988,89704,30779682,18.89,0.0973,0.8721,3472,287,382500010,41.5,21.62,9.09,97.39
David Jones,49,78431,Engineer,2021-08-29,Australia,512,303920,6,6072,472273,63326,166493,189299,45789,30871134,40.31,0.195,0.9213,115,541,829028638,48.8,20.4,11.29,33.21
Alex Clark,53,35762,Sales Executive,2021-08-30,Italy,459,304444,8,6081,140672,82670,250029,428153,45069,30902614,26.94,0.0186,0.8306,3131,810,1185424057,31.2,24.42,16.35,76.17
Chris Brown,33,48634,Doctor,2021-08-31,Germany,489,304942,12,6089,390703,146854,214273,291898,88402,30956141,34.54,0.1907,0.9863,4347,408,570292669,31.1,24.92,19.26,84.26
Laura Smith,29,22432,Doctor,2021-09-01,Italy,480,305455,12,6103,338980,178074,63325,307832,10524,31016930,31.52,0.1206,0.9338,2998,400,976905463,29.7,9.81,17.58,44.92
Michael Jones,58,48890,Farmer,2021-09-02,UK,458,305972,8,6114,430291,223259,288744,304712,89074,31069832,8.49,0.1612,0.9431,263,993,1361100215,43.1,23.01,10.98,49.12
Laura Clark,84,83394,Business Analyst,2021-09-03,Italy,494,306450,14,6125,230587,29022,211694,430761,87762,31103023,42.39,0.0918,0.8125,4472,611,1050218817,33.8,6.89,11.37,44.11
Laura Williams,75,60111,Doctor,2021-09-04,Australia,535,306921,13,6136,434018,89458,263051,114449,64103,31163511,10.59,0.0962,0.945,1090,571,1311948749,49.7,19.2,6.34,50.82
Alex Clark,26,74769,Teacher,2021-09-05,Russia,522,307409,8,6148,218833,153317,231611,589505,9103,31239593,46.68,0.1771,0.9472,4668,19,445675095,42.9,9.4,9.79,37.71
Laura Smith,34,44611,Farmer,2021-09-06,Australia,534,307864,9,6157,87017,88796,251520,199194,59581,31276637,13.28,0.1802,0.9276,1037,600,133109636,34.2,11.01,18.99,55.92
John Brown,22,98540,Engineer,2021-09-07,Italy,530,308341,7,6163,489969,115704,14149,543048,84938,31327237,36.96,0.0554,0.8555,3245,558,814808658,28.7,23.93,14.81,55.83
Jane Miller,43,27671,Sales Executive,2021-09-08,Australia,476,308836,9,6174,251421,227869,162466,184818,55203,31415694,14.95,0.0479,0.893,553,68,312880733,39.8,10.26,1.23,86.51
Michael Jones,18,37760,Software Developer,2021-09-09,USA,492,309318,12,6182,196894,311505,146468,147873,16090,31465470,16.57,0.1043,0.821,805,97,482889167,32.4,18.46,3.21,86.07
Emily Brown,18,94977,Business Analyst,2021-09-10,UK,492,309806,8,6192,454819,305430,179270,307502,16915,31479306,16.19,0.1811,0.8896,1391,468,1318988211,47.6,8.56,18.55,85.77
David Davis,52,29233,Engineer,2021-09-11,Canada,494,310277,5,6199,374833,34533,113168,134064,42477,31554831,37.65,0.0712,0.8463,2638,113,361859623,36.0,6.87,17.13,69.69
Laura Taylor,26,38591,Scientist,2021-09-12,Russia,499,310732,7,6207,90291,237033,110813,639675,57987,31608479,28.28,0.1339,0.8663,1431,840,628775408,32.3,11.79,10.24,52.81
Anna Davis,55,68804,Business Analyst,2021-09-13,Germany,495,311246,6,6219,362594,154388,257960,704116,54238,31623219,44.26,0.1445,0.8309,3037,798,864034762,39.7,17.48,12.72,58.77
Michael Johnson,21,92756,Scientist,2021-09-14,India,565,311716,12,6232,176664,144771,135266,729641,88047,31719935,16.06,0.1579,0.8437,2894,113,1277246605,28.4,9.96,6.5,52.24
Anna Jones,69,51091,Scientist,2021-09-15,Canada,524,312225,7,6247,66006,215563,295542,106728,16029,31734037,34.91,0.1171,0.8145,2569,263,822099554,39.0,11.0,16.06,70.73
David Brown,36,5438,Doctor,2021-09-16,India,508,312725,8,6252,429485,132441,267933,198331,97367,31815930,37.89,0.0865,0.9748,3776,751,1042989190,26.4,19.17,12.46,95.66
Jane Garcia,22,85905,Police Officer,2021-09-17,UK,508,313231,12,6259,114268,364223,241014,694199,90067,31868264,8.42,0.1937,0.9008,1937,344,483538908,40.2,7.06,14.2,49.91
Jane Brown,65,46896,Engineer,2021-09-18,Russia,509,313739,11,6269,322282,105960,193206,125696,54520,31899519,20.63,0.1262,0.8754,1373,472,150803371,38.3,13.94,8.12,62.12
Sarah Jones,80,93139,Scientist,2021-09-19,Brazil,480,314246,7,6284,72398,63465,262041,293591,71053,31925740,24.66,0.1484,0.9017,3859,558,794158613,38.0,23.83,9.18,75.86
Laura Taylor,55,12319,Engineer,2021-09-20,Germany,458,314729,9,6298,231163,152745,202958,137954,52464,31990005,18.43,0.0755,0.9194,3797,310,1108326230,42.1,12.94,4.95,89.13
Alex Garcia,69,81258,Nurse,2021-09-21,USA,447,315204,8,6304,160946,290539,157049,106569,22961,31991724,16.78,0.1373,0.9752,2181,663,171795234,26.1,13.68,19.01,47.73
Michael Jones,63,7028,Engineer,2021-09-22,Brazil,485,315724,10,6315,329372,109162,102967,257963,27835,32076166,34.63,0.059,0.834,2474,564,888195657,36.5,19.76,18.98,49.62
Sarah Williams,26,26940,Police Officer,2021-09-23,UK,460,316220,16,6321,334814,135704,249719,751025,28725,32100306,11.58,0.0566,0.8562,3434,637,1380776111,36.1,20.58,16.54,91.96
Laura Johnson,67,97984,Software Developer,2021-09-24,Canada,516,316726,13,6334,135613,159779,297770,41637,26357,32157085,35.76,0.1458,0.9854,2301,350,325635517,36.5,20.39,18.78,35.62
Laura Smith,83,9422,Sales Executive,2021-09-25,USA,530,317250,9,6344,112071,80937,159621,713556,2244,32159154,46.82,0.1091,0.8705,1058,501,15441302,49.5,24.96,13.64,72.38
John Williams,55,52651,Software Developer,2021-09-26,Australia,508,317765,8,6351,120572,134647,13342,770377,68952,32214868,28.69,0.1398,0.8043,1367,93,1200073305,28.5,6.43,5.46,90.23
John Miller,44,60648,Scientist,2021-09-27,Italy,525,318279,8,6359,257766,125650,299561,248289,49061,32289153,30.96,0.0612,0.8281,3266,938,435208563,42.3,24.65,15.44,94.52
Laura Johnson,37,44441,Engineer,2021-09-28,USA,495,318786,15,6370,148997,397888,208586,677949,7490,32303088,4.38,0.1238,0.805,4684,268,555910456,35.0,24.0,7.18,30.89
Michael Brown,79,21688,Teacher,2021-09-29,UK,520,319314,10,6380,275251,222804,184321,43560,78219,32348123,43.36,0.0943,0.9881,66,369,388130117,37.8,22.04,9.37,55.88
Alex Clark,33,47280,Business Analyst,2021-09-30,France,510,319800,10,6394,96388,192488,239788,151241,6839,32445379,14.99,0.1234,0.853,4720,96,1034561616,44.1,14.08,6.21,48.01
Michael Williams,30,15472,Police Officer,2021-10-01,Italy,480,320289,8,6408,105719,358656,271977,636737,25992,32474316,31.14,0.0653,0.9755,1852,437,537369739,28.9,22.42,9.05,69.76
Laura Davis,37,81436,Farmer,2021-10-02,India,516,320803,11,6420,128018,144830,231099,547527,45938,32493856,48.98,0.1459,0.9892,2673,376,294225405,44.1,9.42,13.91,74.3
John Miller,41,36671,Scientist,2021-10-03,Germany,462,321325,8,6431,299761,72009,2299,547703,57249,32568336,30.18,0.1631,0.914,179,352,733281301,26.8,20.83,3.1,99.98
Laura Jones,67,61809,Teacher,2021-10-04,India,498,321848,10,6444,84258,264188,250240,498704,45735,32618038,36.51,0.0594,0.8063,1523,356,18187069,37.1,8.7,3.0,65.89
Jane Garcia,24,74299,Police Officer,2021-10-05,USA,489,322364,7,6454,322219,250340,164992,154556,51734,32697321,22.82,0.0671,0.8155,999,812,1342736481,43.6,21.31,13.99,68.6
Jane Taylor,46,11960,Scientist,2021-10-06,India,496,322835,14,6462,136998,37548,174453,336131,48080,32774362,3.96,0.1356,0.8915,4046,930,894148485,29.8,17.29,15.81,59.0
Michael Garcia,22,77620,Farmer,2021-10-07,UK,509,323323,9,6470,294775,23371,258510,38225,75460,32852595,40.08,0.1422,0.8772,1118,105,747888529,44.3,6.96,11.48,40.34
Sarah Garcia,52,3074,Business Analyst,2021-10-08,Australia,471,323795,8,6477,133120,373121,122035,100459,82457,32890502,2.71,0.1438,0.9152,4361,264,663231779,29.2,22.91,4.45,51.23
Chris Miller,82,74361,Nurse,2021-10-09,Canada,484,324330,11,6493,203516,155716,174167,534782,25260,32906723,35.33,0.1397,0.8834,1673,863,706310837,45.0,16.56,9.18,47.29
Anna Jones,87,35833,Business Analyst,2021-10-10,Germany,498,324809,8,6505,369302,229731,116637,736464,60607,32962504,2.12,0.0846,0.9775,2945,145,585281252,36.7,18.12,15.41,86.09
Emily Miller,24,91741,Sales Executive,2021-10-11,India,484,325300,13,6517,411099,159946,262046,303080,62852,32970591,43.25,0.085,0.9016,2786,257,420541541,42.1,10.67,14.03,68.21
Laura Garcia,61,36976,Teacher,2021-10-12,India,532,325812,8,6530,422924,19281,26532,403021,29380,33058589,8.72,0.0584,0.9318,2362,508,1246959054,47.9,22.43,3.09,50.73
Michael Garcia,89,71210,Engineer,2021-10-13,USA,535,326320,11,6543,56221,256060,109197,384413,85347,33082378,26.2,0.0398,0.9703,1996,893,872560037,35.2,15.9,19.41,64.24
Laura Garcia,30,66658,Software Developer,2021-10-14,Canada,498,326782,19,6553,158269,105020,131860,584240,72257,33139401,30.26,0.1416,0.8279,666,967,15144308,30.8,13.42,5.24,45.32
Michael Williams,55,51108,Police Officer,2021-10-15,Brazil,498,327274,7,6561,424350,112508,61285,762759,42191,33173801,23.42,0.0277,0.8436,1919,495,842361141,46.7,15.69,5.19,42.96
John Miller,30,22480,Teacher,2021-10-16,India,498,327748,10,6573,378066,71846,282010,287524,5930,33177000,17.7,0.1882,0.8204,350,411,201860869,29.0,19.07,9.74,90.2
Emily Clark,71,51138,Software Developer,2021-10-17,UK,498,328237,12,6583,43550,361826,139665,725658,5353,33225316,23.92,0.1671,0.8265,1034,613,160997301,40.8,18.9,7.22,96.14
Jane Garcia,61,10443,Nurse,2021-10-18,France,502,328732,8,6586,286786,296456,272639,625109,8832,33313589,16.26,0.1729,0.8974,3741,421,1337276545,48.1,12.15,19.7,35.6
Chris Miller,30,70969,Police Officer,2021-10-19,Germany,526,329247,10,6598,423655,381330,247130,440476,50554,33366651,22.47,0.1823,0.861,4551,980,80801935,41.9,12.71,2.45,83.54
David Davis,42,1990,Engineer,2021-10-20,India,498,329720,11,6599,116093,271401,270981,446095,89487,33439260,18.59,0.0876,0.8804,3476,917,956013683,29.9,16.24,6.82,61.73
Jane Jones,41,72092,Police Officer,2021-10-21,UK,480,330208,13,6610,427799,31558,208780,167215,55017,33457004,28.74,0.1709,0.9867,210,457,503110621,28.8,23.49,8.27,57.23
John Clark,46,93198,Engineer,2021-10-22,UK,446,330701,10,6620,271188,48188,259750,748309,58298,33534099,12.66,0.04,0.8298,75,256,663119279,31.3,19.91,10.38,78.26
Emily Johnson,87,62336,Teacher,2021-10-23,Germany,523,331202,10,6628,103885,149084,293490,182650,52389,33590616,49.44,0.0141,0.9028,132,779,1120032288,34.8,12.81,1.31,48.64
Laura Brown,35,30097,Software Developer,2021-10-24,Brazil,523,331724,13,6635,89538,38236,109621,362406,74306,33689847,25.54,0.1591,0.8188,222,708,501187302,29.0,11.74,2.56,31.44
John Jones,22,71245,Police Officer,2021-10-25,UK,530,332245,15,6643,334158,50076,286556,339475,26525,33739712,10.51,0.0242,0.8605,1048,430,788351567,44.9,15.47,5.9,44.98
Anna Brown,35,90893,Business Analyst,2021-10-26,France,446,332763,13,6651,291667,315546,119833,636839,83092,33814649,24.38,0.1978,0.9002,3191,133,413364143,33.9,22.4,11.53,42.94
Chris Garcia,80,20186,Police Officer,2021-10-27,UK,541,333273,10,6662,382429,361611,66206,529142,81630,33892844,43.45,0.1382,0.9799,2932,269,14011537,48.4,5.17,15.59,32.38
Anna Garcia,54,52356,Business Analyst,2021-10-28,UK,493,333808,10,6669,211615,168148,11934,91519,74471,33907738,2.07,0.1532,0.8743,4151,178,127928277,46.1,19.21,14.04,52.49
Laura Jones,88,85744,Doctor,2021-10-29,UK,531,334330,8,6677,489187,85337,293867,170250,69211,33937898,34.3,0.0567,0.8123,2893,950,1389922466,47.7,10.89,11.77,63.22
John Davis,72,89015,Software Developer,2021-10-30,Australia,483,334836,7,6690,115879,120827,150820,112526,32280,33991993,27.85,0.138,0.8738,4670,886,551997031,32.4,9.17,8.55,81.51
David Clark,29,94014,Doctor,2021-10-31,Australia,486,335339,13,6700,100629,79264,202838,751217,12240,34022265,9.31,0.0182,0.8277,2160,120,274431932,39.3,5.24,17.54,52.8
Alex Brown,69,13922,Police Officer,2021-11-01,Brazil,528,335868,10,6711,348974,284479,178485,211269,66092,34077286,41.06,0.1692,0.8437,3134,299,283770947,33.0,22.93,9.74,43.62
Emily Brown,74,93615,Nurse,2021-11-02,India,515,336353,12,6725,317682,258772,242630,129365,70541,34168334,19.08,0.0422,0.9174,2095,608,730897456,31.4,23.24,6.69,46.14
Emily Williams,63,31766,Software Developer,2021-11-03,UK,483,336818,12,6739,319454,48773,37523,541291,63851,34202979,15.4,0.1425,0.8128,810,22,184586677,40.2,6.23,12.96,92.38
Jane Davis,61,20787,Doctor,2021-11-04,Canada,521,337307,14,6748,414124,188230,167804,318510,7544,34225158,41.58,0.0527,0.8883,254,272,939047821,45.4,15.44,14.15,44.33
Emily Brown,41,23537,Scientist,2021-11-05,India,464,337818,9,6760,125266,295714,42646,466171,58981,34236849,32.29,0.023,0.9158,3152,809,875981294,27.3,8.05,8.57,91.55
Emily Miller,26,76919,Nurse,2021-11-06,Brazil,503,338300,11,6775,198362,92995,153093,119830,18332,34319495,45.01,0.1015,0.8802,2085,32,630077515,31.9,20.17,1.53,61.3
Michael Williams,29,54034,Teacher,2021-11-07,Russia,494,338756,13,6784,456850,45658,225310,781573,27836,34365806,31.86,0.0422,0.8036,1602,954,154949466,30.1,18.31,2.79,95.41
Chris Clark,26,98431,Doctor,2021-11-08,India,517,339219,8,6793,284843,387784,243024,365566,15388,34462187,37.3,0.1486,0.9872,874,209,804538860,45.0,10.94,17.07,58.57
Alex Brown,39,46542,Nurse,2021-11-09,India,509,339748,9,6806,241241,339757,258476,597907,2694,34502225,41.99,0.0551,0.8698,3006,251,691418391,48.3,7.34,2.07,42.44
Emily Johnson,34,4207,Teacher,2021-11-10,Italy,532,340268,10,6817,261249,325338,282260,290445,87677,34528192,3.68,0.0751,0.9479,3798,248,1097084798,27.0,21.62,12.25,68.43
Michael Brown,50,29234,Scientist,2021-11-11,USA,500,340730,6,6827,76912,203579,113858,146866,89202,34557670,39.03,0.1178,0.8619,2495,312,1144096118,34.5,18.49,4.49,71.14
Jane Jones,64,31568,Sales Executive,2021-11-12,Italy,469,341238,10,6841,155327,379016,220343,251730,50294,34614445,31.07,0.0641,0.8903,3946,174,432891869,47.9,5.14,5.35,74.48
Alex Taylor,32,69633,Software Developer,2021-11-13,France,476,341725,10,6849,89183,181660,77620,123623,39769,34686069,4.41,0.0818,0.8738,888,747,557039761,33.6,17.56,6.19,58.8
Laura Jones,50,85558,Sales Executive,2021-11-14,Australia,516,342282,6,6858,70282,375702,83604,511745,40420,34727401,25.92,0.165,0.8651,4745,185,795003469,42.8,21.21,1.73,33.4
Michael Taylor,32,55703,Doctor,2021-11-15,Australia,523,342745,15,6869,68249,256953,95452,394968,38855,34735467,5.04,0.044,0.8042,3733,38,334009975,27.5,16.82,4.37,73.87
David Johnson,44,53623,Police Officer,2021-11-16,USA,502,343268,8,6880,48176,73582,286694,581182,2460,34775780,37.06,0.0256,0.8684,2011,686,1316764565,36.1,13.49,13.36,95.31
Alex Jones,78,54454,Police Officer,2021-11-17,Germany,463,343777,10,6893,18163,197815,168596,512133,48646,34844637,27.78,0.0724,0.969,987,544,717509382,37.6,16.68,10.48,97.03
John Clark,85,82504,Business Analyst,2021-11-18,Germany,536,344282,12,6905,326354,148775,200891,61770,42252,34891537,47.73,0.0906,0.9312,2981,303,512752027,43.9,17.39,16.15,71.78
Sarah Clark,65,77685,Nurse,2021-11-19,Brazil,480,344780,14,6911,133844,54456,71227,566588,10835,34982606,9.97,0.1131,0.8276,474,486,172717285,32.2,17.8,2.16,31.39
Chris Garcia,25,61631,Sales Executive,2021-11-20,USA,523,345323,15,6921,376731,60491,286356,662313,11910,35073651,30.7,0.0808,0.9123,3360,392,781920248,31.6,24.34,17.89,37.42
Chris Williams,23,76253,Teacher,2021-11-21,India,493,345821,10,6932,241352,275187,291746,219307,83757,35115749,11.37,0.1601,0.9695,3101,565,435866287,32.6,8.57,19.93,88.38
Alex Garcia,80,17642,Doctor,2021-11-22,Germany,494,346360,13,6939,344123,370356,18540,442701,92149,35125043,31.09,0.0175,0.933,2955,782,328355507,38.9,17.46,1.3,88.08
Alex Jones,19,80176,Engineer,2021-11-23,UK,503,346847,16,6948,88860,245003,167901,60285,97889,35188623,36.41,0.092,0.8283,2187,701,430515917,46.9,8.76,19.39,96.22
Laura Davis,39,83373,Teacher,2021-11-24,Canada,506,347354,14,6954,162215,335484,188381,741915,9463,35227724,36.39,0.0826,0.9649,4096,305,229334559,45.8,9.2,5.48,69.46
Emily Jones,38,9990,Engineer,2021-11-25,India,492,347842,5,6961,277064,146248,197475,137713,14336,35253783,40.94,0.133,0.8573,3260,660,475690756,26.4,18.39,14.16,90.47
Michael Smith,23,54622,Business Analyst,2021-11-26,France,505,348332,5,6973,92911,36174,23277,707831,27534,35351567,42.82,0.1936,0.8863,2744,343,51841115,47.0,23.32,6.56,87.74
Alex Davis,87,52663,Police Officer,2021-11-27,UK,466,348813,9,6985,310140,349776,120133,592959,3369,35393193,4.79,0.107,0.9,3645,257,522504042,27.4,8.18,10.91,71.26
Chris Taylor,30,5170,Software Developer,2021-11-28,UK,502,349321,19,6995,414964,355912,253196,400360,26381,35414896,17.82,0.1975,0.9616,1317,250,15534110,35.4,24.25,10.7,84.85
Laura Clark,18,25817,Software Developer,2021-11-29,USA,475,349857,14,7011,366215,392919,272896,664158,86094,35477313,34.67,0.0674,0.977,3626,115,1073318075,44.1,11.39,7.86,38.8
John Brown,39,6136,Police Officer,2021-11-30,Brazil,549,350310,11,7022,484467,113177,213620,147897,88905,35537541,25.43,0.0159,0.9766,471,907,455129516,27.0,12.83,14.63,74.74
David Smith,41,2712,Business Analyst,2021-12-01,France,501,350812,11,7031,57252,30909,199675,426914,97490,35541746,10.34,0.0415,0.8015,3316,940,105336374,26.0,8.07,12.39,96.74
Sarah Davis,81,95330,Scientist,2021-12-02,Germany,521,351287,13,7037,394878,49158,163550,789814,26407,35577675,28.08,0.0851,0.9752,1707,694,1394609718,33.2,17.32,10.66,41.34
Chris Clark,58,74687,Sales Executive,2021-12-03,USA,466,351722,15,7047,466395,144438,248496,779242,63552,35662059,20.96,0.0701,0.8103,2150,570,685249249,43.2,16.93,19.67,82.08
Sarah Garcia,39,53479,Engineer,2021-12-04,Germany,502,352217,6,7055,409666,221197,281446,715089,36939,35696470,20.11,0.0284,0.8505,3989,132,892955828,38.0,13.85,18.86,52.46
Emily Clark,78,11473,Engineer,2021-12-05,USA,505,352710,10,7064,62756,190409,65467,31171,93303,35777992,40.68,0.0922,0.8978,734,44,169784753,35.4,14.52,19.15,87.2
Alex Johnson,29,81839,Doctor,2021-12-06,USA,467,353207,8,7072,322379,391440,256908,492699,68576,35790620,20.97,0.0742,0.8912,2276,627,800633247,45.3,17.46,17.75,78.8
Emily Clark,21,86031,Police Officer,2021-12-07,USA,472,353709,11,7083,362690,326475,266192,468381,89652,35861709,2.3,0.0333,0.9149,4438,997,1194821204,44.2,16.67,5.85,94.83
Laura Smith,29,22625,Nurse,2021-12-08,Brazil,494,354203,13,7094,403236,266484,250212,69948,27170,35869227,3.85,0.0663,0.8911,2472,849,1156565486,44.7,12.49,7.65,79.84
Chris Miller,50,14761,Sales Executive,2021-12-09,USA,488,354736,13,7102,397946,248990,59906,579013,72908,35908718,42.96,0.1784,0.9775,1127,425,861683859,36.5,22.68,5.39,58.72
David Brown,38,75454,Business Analyst,2021-12-10,Russia,499,355247,8,7119,221325,208114,292922,301594,23369,35917664,48.07,0.0674,0.8457,4035,717,544274536,25.5,18.35,19.74,30.76
David Johnson,89,2821,Police Officer,2021-12-11,Canada,525,355732,4,7132,380565,153530,159497,426516,74098,35919274,34.73,0.1457,0.8521,3890,630,741903114,29.3,9.11,3.9,85.5
Sarah Taylor,89,49646,Police Officer,2021-12-12,Germany,492,356274,9,7137,412880,92367,239117,104600,45544,35990112,18.85,0.1263,0.9749,3366,646,228945887,43.5,11.4,7.96,58.59
Michael Johnson,69,37200,Scientist,2021-12-13,India,503,356791,15,7149,338779,332526,215460,155513,6900,36025423,46.99,0.0912,0.8146,2893,336,1039006911,43.8,20.76,4.78,76.94
Sarah Clark,64,84889,Nurse,2021-12-14,Italy,507,357317,6,7153,295369,79319,121918,131315,41733,36068299,33.48,0.0554,0.9158,3489,304,1150657229,49.3,7.09,5.25,37.35
Alex Williams,76,49250,Teacher,2021-12-15,France,499,357821,12,7162,209245,278314,221979,564403,88236,36149491,42.37,0.0801,0.9295,4161,441,713664043,29.8,20.0,5.69,92.37
David Taylor,64,85304,Teacher,2021-12-16,Australia,475,358349,12,7177,379029,124952,249505,643693,1589,36200824,38.53,0.1225,0.8961,4321,356,1278360742,28.1,12.18,13.15,60.5
Jane Brown,73,37447,Farmer,2021-12-17,Brazil,525,358852,10,7187,95333,85145,12957,631692,61044,36253122,19.58,0.0766,0.9319,1953,46,995609118,28.5,16.03,2.44,94.38
Anna Smith,30,30184,Scientist,2021-12-18,India,524,359337,17,7200,181297,267139,18829,455213,66311,36338314,24.46,0.0508,0.8328,4274,709,750325848,29.6,10.61,11.88,79.49
Jane Smith,61,50754,Teacher,2021-12-19,UK,476,359854,10,7208,282951,372770,268981,761511,58926,36381125,10.12,0.0321,0.962,3344,521,1017554440,38.2,24.73,16.57,38.5
Jane Jones,52,17811,Scientist,2021-12-20,Russia,512,360384,11,7220,486490,224643,147104,688975,71599,36452197,15.31,0.1772,0.8266,475,858,324252086,49.4,23.12,15.56,70.54
